1.984920,-0.151780,0.000000,0.000000
1.985436,-0.153015,0.005160,-0.012350
1.984589,-0.152312,-0.008470,0.007030
1.985934,-0.153266,0.013450,-0.009540
1.986385,-0.154839,0.004510,-0.015730
1.987156,-0.150853,0.007710,0.039860
1.992258,-0.151292,0.051020,-0.004390
1.997897,-0.150417,0.056390,0.008750
1.996181,-0.154426,-0.017160,-0.040090
1.997808,-0.158630,0.016270,-0.042040
2.001095,-0.161236,0.032870,-0.026060
2.002002,-0.160721,0.009070,0.005150
2.003239,-0.159399,0.012370,0.013220
2.006927,-0.161552,0.036880,-0.021530
2.001685,-0.161018,-0.052420,0.005340
2.002452,-0.161142,0.007670,-0.001240
2.005899,-0.163511,0.034470,-0.023690
2.004212,-0.166138,-0.016870,-0.026270
2.004211,-0.162310,-0.000010,0.038280
2.007264,-0.168274,0.030530,-0.059640
2.001721,-0.167593,-0.055430,0.006810
2.004284,-0.167915,0.025630,-0.003220
2.004046,-0.167373,-0.002380,0.005420
2.005159,-0.169271,0.011130,-0.018980
2.004663,-0.169407,-0.004960,-0.001360
2.005608,-0.168012,0.009450,0.013950
2.002961,-0.167604,-0.026470,0.004080
2.001289,-0.169323,-0.016720,-0.017190
2.002079,-0.173230,0.007900,-0.039070
2.002454,-0.171733,0.003750,0.014970
2.001969,-0.169700,-0.004850,0.020330
2.004638,-0.167535,0.026690,0.021650
2.004290,-0.167201,-0.003480,0.003340
2.003061,-0.166074,-0.012290,0.011270
2.004811,-0.167672,0.017500,-0.015980
2.003259,-0.165876,-0.015520,0.017960
2.004147,-0.166430,0.008880,-0.005540
2.003989,-0.166918,-0.001580,-0.004880
2.003917,-0.169475,-0.000720,-0.025570
2.002176,-0.165970,-0.017410,0.035050
2.005193,-0.167296,0.030170,-0.013260
2.006400,-0.165998,0.012070,0.012980
2.008487,-0.167308,0.020870,-0.013100
2.010978,-0.165645,0.024910,0.016630
2.011928,-0.163811,0.009500,0.018340
2.011699,-0.161623,-0.002290,0.021880
2.007979,-0.162486,-0.037200,-0.008630
2.009015,-0.157989,0.010360,0.044970
2.009142,-0.159535,0.001270,-0.015460
2.007654,-0.157529,-0.014880,0.020060
2.007217,-0.162213,-0.004370,-0.046840
2.001702,-0.163074,-0.055150,-0.008610
2.001787,-0.161475,0.000850,0.015990
2.003750,-0.162583,0.019630,-0.011080
2.010054,-0.159309,0.063040,0.032740
2.007988,-0.158705,-0.020660,0.006040
2.013076,-0.162535,0.050880,-0.038300
2.021673,-0.172546,0.085970,-0.100110
2.026931,-0.172975,0.052580,-0.004290
2.024658,-0.174369,-0.022730,-0.013940
2.031652,-0.171859,0.069940,0.025100
2.033776,-0.166613,0.021240,0.052460
