2.743445,-0.422042,0.000000,0.000000
2.742370,-0.420028,-0.010750,0.020140
2.741174,-0.417924,-0.011960,0.021040
2.743005,-0.416413,0.018310,0.015110
2.738755,-0.420360,-0.042500,-0.039470
2.739255,-0.421409,0.005000,-0.010490
2.730571,-0.413940,-0.086840,0.074690
2.723338,-0.413284,-0.072330,0.006560
2.707810,-0.398665,-0.155280,0.146190
2.682791,-0.375052,-0.250190,0.236130
2.653020,-0.344625,-0.297710,0.304270
2.610451,-0.301770,-0.425690,0.428550
2.567297,-0.255645,-0.431540,0.461250
2.526739,-0.207662,-0.405580,0.479830
2.492191,-0.163524,-0.345480,0.441380
2.468293,-0.134545,-0.238980,0.289790
2.451398,-0.124255,-0.168950,0.102900
2.441913,-0.118736,-0.094850,0.055190
2.430704,-0.113252,-0.112090,0.054840
2.422758,-0.112850,-0.079460,0.004020
2.409626,-0.110219,-0.131320,0.026310
2.399185,-0.100616,-0.104410,0.096030
2.383595,-0.081766,-0.155900,0.188500
2.358130,-0.053351,-0.254650,0.284150
2.325762,-0.011714,-0.323680,0.416370
2.281978,0.046254,-0.437840,0.579680
2.254124,0.092474,-0.278540,0.462200
2.217737,0.148036,-0.363870,0.555620
2.171460,0.211556,-0.462770,0.635200
2.144890,0.250672,-0.265700,0.391160
2.130556,0.269267,-0.143340,0.185950
2.124539,0.261900,-0.060170,-0.073670
2.123402,0.256050,-0.011370,-0.058500
2.119867,0.264860,-0.035350,0.088100
2.115197,0.276127,-0.046700,0.112670
2.106953,0.294354,-0.082440,0.182270
2.096009,0.320540,-0.109440,0.261860
2.082686,0.354032,-0.133230,0.334920
2.065829,0.401968,-0.168570,0.479360
2.037819,0.467729,-0.280100,0.657610
2.014815,0.521996,-0.230040,0.542670
2.000669,0.561889,-0.141460,0.398930
1.985297,0.591873,-0.153720,0.299840
1.973993,0.606684,-0.113040,0.148110
1.963583,0.605154,-0.104100,-0.015300
1.955832,0.594268,-0.077510,-0.108860
1.948829,0.583188,-0.070030,-0.110800
1.941176,0.576892,-0.076530,-0.062960
1.936655,0.574436,-0.045210,-0.024560
1.927048,0.571030,-0.096070,-0.034060
1.917724,0.575803,-0.093240,0.047730
1.910076,0.576450,-0.076480,0.006470
1.885540,0.597280,-0.245360,0.208300
1.862543,0.615484,-0.229970,0.182040
1.826608,0.647212,-0.359350,0.317280
1.800892,0.669552,-0.257160,0.223400
1.740939,0.711237,-0.599530,0.416850
1.714500,0.727356,-0.264390,0.161190
1.686772,0.747774,-0.277280,0.204180
1.655223,0.771587,-0.315490,0.238130
1.640794,0.780055,-0.144290,0.084680
1.630468,0.779822,-0.103260,-0.002330
1.618338,0.783501,-0.121300,0.036790
1.604074,0.784144,-0.142640,0.006430
1.583220,0.788943,-0.208540,0.047990
1.568424,0.791759,-0.147960,0.028160
1.555781,0.791785,-0.126430,0.000260
1.546385,0.786567,-0.093960,-0.052180
1.538295,0.779873,-0.080900,-0.066940
1.536984,0.762690,-0.013110,-0.171830
1.528430,0.754033,-0.085540,-0.086570
