2.197399,-0.043902,0.000000,0.000000
2.194147,-0.044809,-0.032520,-0.009070
2.195539,-0.043851,0.013920,0.009580
2.193379,-0.041895,-0.021600,0.019560
2.187904,-0.042625,-0.054750,-0.007300
2.189652,-0.048745,0.017480,-0.061200
2.177197,-0.054039,-0.124550,-0.052940
2.154506,-0.067368,-0.226910,-0.133290
2.127672,-0.083164,-0.268340,-0.157960
2.102419,-0.097687,-0.252530,-0.145230
2.071990,-0.111500,-0.304290,-0.138130
2.048120,-0.126425,-0.238700,-0.149250
2.026952,-0.122273,-0.211680,0.041520
1.997754,-0.116248,-0.291980,0.060250
1.961172,-0.099005,-0.365820,0.172430
1.923585,-0.069039,-0.375870,0.299660
1.883747,-0.039101,-0.398380,0.299380
1.843999,-0.020537,-0.397480,0.185640
1.817179,-0.004412,-0.268200,0.161250
1.786103,0.003701,-0.310760,0.081130
1.753993,0.003453,-0.321100,-0.002480
1.718315,-0.002192,-0.356780,-0.056450
1.678926,-0.028015,-0.393890,-0.258230
1.632014,-0.050302,-0.469120,-0.222870
1.600844,-0.071405,-0.311700,-0.211030
1.567024,-0.086933,-0.338200,-0.155280
1.535454,-0.092990,-0.315700,-0.060570
1.491837,-0.098374,-0.436170,-0.053840
1.456519,-0.091663,-0.353180,0.067110
1.410255,-0.073185,-0.462640,0.184780
1.361222,-0.047588,-0.490330,0.255970
1.317333,-0.024761,-0.438890,0.228270
1.275078,-0.006944,-0.422550,0.178170
1.238941,0.009665,-0.361370,0.166090
1.206444,0.017339,-0.324970,0.076740
1.176033,0.020234,-0.304110,0.028950
1.142502,0.013988,-0.335310,-0.062460
1.107422,-0.000730,-0.350800,-0.147180
1.070890,-0.017675,-0.365320,-0.169450
1.034774,-0.033519,-0.361160,-0.158440
1.006488,-0.049491,-0.282860,-0.159720
0.980809,-0.059876,-0.256790,-0.103850
0.959005,-0.060135,-0.218040,-0.002590
0.935567,-0.051870,-0.234380,0.082650
0.909878,-0.036293,-0.256890,0.155770
0.880759,-0.019490,-0.291190,0.168030
0.861254,-0.006497,-0.195050,0.129930
0.828775,0.017187,-0.324790,0.236840
0.811999,0.028620,-0.167760,0.114330
0.796199,0.037628,-0.158000,0.090080
0.781219,0.039587,-0.149800,0.019590
0.766936,0.037434,-0.142830,-0.021530
0.754226,0.031693,-0.127100,-0.057410
0.742041,0.016746,-0.121850,-0.149470
0.733578,0.008841,-0.084630,-0.079050
0.729282,0.003983,-0.042960,-0.048580
0.727703,0.006300,-0.015790,0.023170
0.727480,0.003715,-0.002230,-0.025850
0.729311,-0.002473,0.018310,-0.061880
0.732985,-0.013900,0.036740,-0.114270
0.736791,-0.022633,0.038060,-0.087330
